,0,1,2,3,4,5
63,34.0,0.0,1.0,0.0,0.0,1.0
64,31.19418104265403,0.0,1.0,0.0,1.0,0.0
65,24.0,0.0,0.0,1.0,0.0,1.0
66,31.19418104265403,1.0,0.0,0.0,0.0,1.0
67,18.0,0.0,0.0,1.0,0.0,1.0
68,19.0,0.0,1.0,0.0,0.0,1.0
69,31.19418104265403,0.0,0.0,1.0,0.0,1.0
70,31.19418104265403,0.0,0.0,1.0,1.0,0.0
71,24.0,0.0,0.0,1.0,0.0,1.0
72,30.0,0.0,1.0,0.0,1.0,0.0
73,31.19418104265403,0.0,0.0,1.0,1.0,0.0
74,31.19418104265403,0.0,0.0,1.0,1.0,0.0
75,1.0,0.0,1.0,0.0,0.0,1.0
76,32.0,0.0,1.0,0.0,0.0,1.0
77,31.19418104265403,0.0,0.0,1.0,0.0,1.0
78,35.0,0.0,0.0,1.0,0.0,1.0
79,58.0,1.0,0.0,0.0,1.0,0.0
80,31.19418104265403,1.0,0.0,0.0,1.0,0.0
81,25.0,0.0,1.0,0.0,1.0,0.0
82,31.19418104265403,0.0,0.0,1.0,0.0,1.0
83,31.19418104265403,0.0,0.0,1.0,0.0,1.0
84,9.0,0.0,0.0,1.0,1.0,0.0
85,31.19418104265403,0.0,0.0,1.0,0.0,1.0
86,31.19418104265403,0.0,0.0,1.0,0.0,1.0
87,31.19418104265403,0.0,0.0,1.0,0.0,1.0
88,31.19418104265403,1.0,0.0,0.0,1.0,0.0
89,31.19418104265403,0.0,0.0,1.0,0.0,1.0
90,64.0,1.0,0.0,0.0,0.0,1.0
91,60.0,1.0,0.0,0.0,1.0,0.0
92,31.19418104265403,0.0,0.0,1.0,1.0,0.0
93,36.0,0.0,0.0,1.0,0.0,1.0
94,30.0,0.0,1.0,0.0,0.0,1.0
95,21.0,0.0,1.0,0.0,1.0,0.0
96,32.0,0.0,1.0,0.0,0.0,1.0
97,31.19418104265403,0.0,0.0,1.0,0.0,1.0
98,31.19418104265403,0.0,0.0,1.0,1.0,0.0
99,31.19418104265403,0.0,0.0,1.0,0.0,1.0
100,26.0,1.0,0.0,0.0,0.0,1.0
101,24.0,1.0,0.0,0.0,0.0,1.0
102,43.0,0.0,0.0,1.0,0.0,1.0
103,38.0,1.0,0.0,0.0,0.0,1.0
104,31.19418104265403,0.0,0.0,1.0,0.0,1.0
105,59.0,0.0,0.0,1.0,0.0,1.0
106,31.19418104265403,0.0,0.0,1.0,0.0,1.0
107,42.0,1.0,0.0,0.0,0.0,1.0
108,28.0,0.0,0.0,1.0,1.0,0.0
109,31.19418104265403,0.0,1.0,0.0,0.0,1.0
110,31.19418104265403,0.0,0.0,1.0,1.0,0.0
111,15.0,0.0,1.0,0.0,1.0,0.0
112,31.19418104265403,1.0,0.0,0.0,1.0,0.0
113,31.19418104265403,0.0,0.0,1.0,0.0,1.0
114,41.0,0.0,0.0,1.0,0.0,1.0
115,35.0,0.0,0.0,1.0,0.0,1.0
116,31.19418104265403,0.0,0.0,1.0,1.0,0.0
117,31.19418104265403,0.0,0.0,1.0,1.0,0.0
118,31.19418104265403,0.0,0.0,1.0,0.0,1.0
119,31.19418104265403,0.0,0.0,1.0,0.0,1.0
120,20.0,0.0,1.0,0.0,0.0,1.0
121,50.0,1.0,0.0,0.0,0.0,1.0
122,31.19418104265403,0.0,1.0,0.0,1.0,0.0
123,5.0,0.0,0.0,1.0,1.0,0.0
124,18.0,0.0,0.0,1.0,1.0,0.0
125,31.19418104265403,0.0,1.0,0.0,0.0,1.0
126,1.0,0.0,1.0,0.0,0.0,1.0
127,53.0,1.0,0.0,0.0,1.0,0.0
128,31.19418104265403,0.0,0.0,1.0,1.0,0.0
129,31.19418104265403,0.0,0.0,1.0,0.0,1.0
130,31.19418104265403,1.0,0.0,0.0,1.0,0.0
131,31.19418104265403,0.0,0.0,1.0,0.0,1.0
132,31.19418104265403,0.0,0.0,1.0,1.0,0.0
133,31.19418104265403,1.0,0.0,0.0,1.0,0.0
134,44.0,0.0,1.0,0.0,0.0,1.0
135,18.0,0.0,1.0,0.0,0.0,1.0
136,31.19418104265403,0.0,1.0,0.0,1.0,0.0
137,31.0,1.0,0.0,0.0,0.0,1.0
138,0.9167,1.0,0.0,0.0,0.0,1.0
139,52.0,1.0,0.0,0.0,1.0,0.0
140,31.19418104265403,0.0,1.0,0.0,0.0,1.0
141,59.0,0.0,1.0,0.0,0.0,1.0
142,31.19418104265403,1.0,0.0,0.0,0.0,1.0
143,31.19418104265403,0.0,0.0,1.0,0.0,1.0
144,31.19418104265403,0.0,0.0,1.0,0.0,1.0
145,55.0,1.0,0.0,0.0,0.0,1.0
146,22.0,0.0,1.0,0.0,0.0,1.0
147,31.19418104265403,1.0,0.0,0.0,1.0,0.0
148,31.19418104265403,0.0,1.0,0.0,1.0,0.0
149,50.0,1.0,0.0,0.0,0.0,1.0
150,31.19418104265403,0.0,0.0,1.0,1.0,0.0
151,26.0,0.0,0.0,1.0,0.0,1.0
152,45.0,0.0,0.0,1.0,1.0,0.0
153,28.0,0.0,1.0,0.0,0.0,1.0
154,60.0,1.0,0.0,0.0,0.0,1.0
155,64.0,1.0,0.0,0.0,0.0,1.0
156,36.0,0.0,1.0,0.0,0.0,1.0
157,31.19418104265403,0.0,0.0,1.0,1.0,0.0
158,31.19418104265403,1.0,0.0,0.0,0.0,1.0
159,31.19418104265403,0.0,0.0,1.0,1.0,0.0
160,31.19418104265403,1.0,0.0,0.0,0.0,1.0
161,31.19418104265403,0.0,0.0,1.0,0.0,1.0
162,35.0,1.0,0.0,0.0,1.0,0.0
163,31.19418104265403,0.0,1.0,0.0,0.0,1.0
164,30.0,0.0,0.0,1.0,0.0,1.0
165,36.0,0.0,1.0,0.0,1.0,0.0
166,29.0,0.0,1.0,0.0,1.0,0.0
167,31.0,0.0,0.0,1.0,0.0,1.0
168,31.19418104265403,0.0,0.0,1.0,0.0,1.0
169,37.0,0.0,0.0,1.0,1.0,0.0
170,31.19418104265403,1.0,0.0,0.0,0.0,1.0
171,31.19418104265403,0.0,0.0,1.0,0.0,1.0
172,31.19418104265403,1.0,0.0,0.0,1.0,0.0
173,31.19418104265403,0.0,0.0,1.0,0.0,1.0
174,31.19418104265403,0.0,0.0,1.0,1.0,0.0
175,31.19418104265403,0.0,0.0,1.0,0.0,1.0
176,31.19418104265403,0.0,0.0,1.0,1.0,0.0
177,31.19418104265403,0.0,0.0,1.0,0.0,1.0
178,31.19418104265403,0.0,0.0,1.0,0.0,1.0
179,31.19418104265403,0.0,0.0,1.0,1.0,0.0
180,31.19418104265403,0.0,0.0,1.0,0.0,1.0
181,33.0,0.0,0.0,1.0,0.0,1.0
182,8.0,0.0,1.0,0.0,0.0,1.0
183,31.19418104265403,1.0,0.0,0.0,0.0,1.0
184,31.19418104265403,0.0,0.0,1.0,0.0,1.0
185,45.0,1.0,0.0,0.0,0.0,1.0
186,48.0,1.0,0.0,0.0,1.0,0.0
187,63.0,1.0,0.0,0.0,1.0,0.0
188,31.19418104265403,0.0,0.0,1.0,0.0,1.0
189,31.19418104265403,0.0,0.0,1.0,1.0,0.0
190,36.0,0.0,0.0,1.0,0.0,1.0
191,24.0,0.0,0.0,1.0,1.0,0.0
192,31.19418104265403,0.0,0.0,1.0,0.0,1.0
193,18.0,0.0,0.0,1.0,1.0,0.0
194,31.19418104265403,0.0,0.0,1.0,1.0,0.0
195,31.19418104265403,0.0,1.0,0.0,0.0,1.0
196,31.19418104265403,0.0,0.0,1.0,0.0,1.0
197,28.0,0.0,0.0,1.0,0.0,1.0
198,31.19418104265403,0.0,0.0,1.0,0.0,1.0
199,31.19418104265403,1.0,0.0,0.0,0.0,1.0
200,31.19418104265403,0.0,0.0,1.0,1.0,0.0
201,71.0,1.0,0.0,0.0,0.0,1.0
202,31.19418104265403,0.0,0.0,1.0,0.0,1.0
203,31.19418104265403,0.0,0.0,1.0,0.0,1.0
204,31.19418104265403,0.0,0.0,1.0,1.0,0.0
205,31.19418104265403,0.0,0.0,1.0,0.0,1.0
206,3.0,0.0,0.0,1.0,0.0,1.0
207,31.19418104265403,0.0,0.0,1.0,0.0,1.0
208,31.19418104265403,0.0,0.0,1.0,0.0,1.0
209,21.0,0.0,1.0,0.0,1.0,0.0
210,27.0,0.0,0.0,1.0,0.0,1.0
211,31.19418104265403,0.0,0.0,1.0,0.0,1.0
212,31.19418104265403,0.0,0.0,1.0,1.0,0.0
213,31.19418104265403,0.0,0.0,1.0,0.0,1.0
214,31.19418104265403,0.0,1.0,0.0,0.0,1.0
215,31.19418104265403,0.0,0.0,1.0,0.0,1.0
216,36.0,0.0,1.0,0.0,1.0,0.0
217,31.19418104265403,0.0,1.0,0.0,0.0,1.0
218,31.19418104265403,1.0,0.0,0.0,1.0,0.0
219,35.0,0.0,0.0,1.0,1.0,0.0
220,55.0,1.0,0.0,0.0,1.0,0.0
221,31.19418104265403,1.0,0.0,0.0,0.0,1.0
222,31.19418104265403,0.0,0.0,1.0,1.0,0.0
223,31.19418104265403,0.0,0.0,1.0,0.0,1.0
224,32.0,0.0,1.0,0.0,0.0,1.0
225,32.0,0.0,0.0,1.0,0.0,1.0
226,31.19418104265403,0.0,0.0,1.0,0.0,1.0
227,56.0,1.0,0.0,0.0,0.0,1.0
228,65.0,0.0,0.0,1.0,0.0,1.0
229,31.19418104265403,0.0,0.0,1.0,0.0,1.0
230,28.0,1.0,0.0,0.0,1.0,0.0
231,31.19418104265403,1.0,0.0,0.0,1.0,0.0
232,25.0,0.0,0.0,1.0,0.0,1.0
233,43.0,0.0,0.0,1.0,0.0,1.0
234,18.0,0.0,0.0,1.0,1.0,0.0
235,31.19418104265403,1.0,0.0,0.0,1.0,0.0
236,31.19418104265403,0.0,0.0,1.0,0.0,1.0
237,19.0,0.0,0.0,1.0,1.0,0.0
238,31.19418104265403,0.0,0.0,1.0,0.0,1.0
239,31.19418104265403,0.0,0.0,1.0,1.0,0.0
240,27.0,0.0,1.0,0.0,1.0,0.0
241,62.0,1.0,0.0,0.0,1.0,0.0
242,31.19418104265403,0.0,0.0,1.0,1.0,0.0
243,38.0,1.0,0.0,0.0,1.0,0.0
244,16.0,0.0,0.0,1.0,1.0,0.0
245,31.19418104265403,1.0,0.0,0.0,0.0,1.0
246,45.0,0.0,0.0,1.0,1.0,0.0
247,32.0,0.0,0.0,1.0,0.0,1.0
248,31.19418104265403,0.0,0.0,1.0,0.0,1.0
249,53.0,0.0,1.0,0.0,1.0,0.0
250,22.0,1.0,0.0,0.0,1.0,0.0
251,36.0,1.0,0.0,0.0,1.0,0.0
252,31.19418104265403,0.0,0.0,1.0,0.0,1.0
253,30.0,0.0,1.0,0.0,0.0,1.0
254,39.0,1.0,0.0,0.0,0.0,1.0
255,53.0,1.0,0.0,0.0,1.0,0.0
256,36.0,0.0,0.0,1.0,1.0,0.0
257,13.0,0.0,0.0,1.0,0.0,1.0
258,31.19418104265403,0.0,0.0,1.0,1.0,0.0
259,38.0,0.0,0.0,1.0,1.0,0.0
260,45.0,0.0,1.0,0.0,1.0,0.0
261,20.0,0.0,0.0,1.0,0.0,1.0
262,31.19418104265403,0.0,0.0,1.0,0.0,1.0
263,5.0,0.0,0.0,1.0,0.0,1.0
264,50.0,0.0,1.0,0.0,1.0,0.0
265,39.0,1.0,0.0,0.0,0.0,1.0
266,31.19418104265403,0.0,0.0,1.0,0.0,1.0
267,31.19418104265403,0.0,0.0,1.0,0.0,1.0
268,13.0,0.0,1.0,0.0,1.0,0.0
269,21.0,0.0,0.0,1.0,0.0,1.0
270,18.0,0.0,1.0,0.0,0.0,1.0
271,31.19418104265403,0.0,0.0,1.0,0.0,1.0
272,42.0,0.0,1.0,0.0,1.0,0.0
273,50.0,1.0,0.0,0.0,1.0,0.0
274,0.1667,0.0,0.0,1.0,1.0,0.0
275,31.19418104265403,0.0,0.0,1.0,0.0,1.0
276,31.19418104265403,1.0,0.0,0.0,0.0,1.0
277,31.19418104265403,0.0,0.0,1.0,0.0,1.0
278,35.0,1.0,0.0,0.0,1.0,0.0
279,31.19418104265403,0.0,0.0,1.0,1.0,0.0
280,4.0,1.0,0.0,0.0,0.0,1.0
281,31.19418104265403,0.0,0.0,1.0,1.0,0.0
282,31.19418104265403,0.0,0.0,1.0,1.0,0.0
283,34.0,0.0,1.0,0.0,0.0,1.0
284,18.0,0.0,1.0,0.0,1.0,0.0
285,18.0,0.0,0.0,1.0,1.0,0.0
286,23.0,0.0,0.0,1.0,0.0,1.0
287,31.19418104265403,1.0,0.0,0.0,1.0,0.0
288,31.0,0.0,1.0,0.0,1.0,0.0
289,31.19418104265403,0.0,0.0,1.0,0.0,1.0
290,31.19418104265403,0.0,0.0,1.0,0.0,1.0
291,31.19418104265403,0.0,0.0,1.0,0.0,1.0
292,51.0,1.0,0.0,0.0,1.0,0.0
293,31.19418104265403,0.0,0.0,1.0,1.0,0.0
294,31.19418104265403,0.0,0.0,1.0,0.0,1.0
295,31.19418104265403,0.0,0.0,1.0,0.0,1.0
296,31.19418104265403,1.0,0.0,0.0,1.0,0.0
297,22.0,0.0,1.0,0.0,0.0,1.0
298,21.0,0.0,1.0,0.0,0.0,1.0
299,26.0,0.0,1.0,0.0,0.0,1.0
300,40.0,1.0,0.0,0.0,1.0,0.0
301,22.0,1.0,0.0,0.0,1.0,0.0
302,25.0,0.0,0.0,1.0,0.0,1.0
303,31.19418104265403,0.0,0.0,1.0,1.0,0.0
304,31.19418104265403,0.0,0.0,1.0,1.0,0.0
305,3.0,0.0,0.0,1.0,1.0,0.0
306,52.0,1.0,0.0,0.0,0.0,1.0
307,31.19418104265403,0.0,0.0,1.0,0.0,1.0
308,6.0,0.0,0.0,1.0,0.0,1.0
309,31.19418104265403,0.0,0.0,1.0,0.0,1.0
310,34.0,0.0,1.0,0.0,1.0,0.0
311,23.0,0.0,1.0,0.0,1.0,0.0
312,20.0,0.0,0.0,1.0,1.0,0.0
313,31.19418104265403,0.0,0.0,1.0,0.0,1.0
314,17.0,0.0,0.0,1.0,1.0,0.0
315,54.0,0.0,1.0,0.0,0.0,1.0
316,29.0,0.0,1.0,0.0,0.0,1.0
317,31.19418104265403,0.0,0.0,1.0,0.0,1.0
318,28.0,1.0,0.0,0.0,0.0,1.0
319,28.0,0.0,0.0,1.0,0.0,1.0
320,31.19418104265403,0.0,1.0,0.0,0.0,1.0
321,20.0,1.0,0.0,0.0,1.0,0.0
322,31.19418104265403,0.0,0.0,1.0,0.0,1.0
323,31.19418104265403,0.0,0.0,1.0,1.0,0.0
324,31.19418104265403,0.0,0.0,1.0,0.0,1.0
325,49.0,1.0,0.0,0.0,0.0,1.0
326,20.0,0.0,0.0,1.0,0.0,1.0
327,54.0,1.0,0.0,0.0,0.0,1.0
328,31.19418104265403,0.0,0.0,1.0,1.0,0.0
